bus_number,bus_type,source,destination,departure_time,arrival_time,ticket_price_rs,available_seats
TNSTC 4013,Sleeper,Trichy,Vellore,07:29 PM,02:04 AM,460,20
TNSTC 2460,Ultra Deluxe,Tirupur,Trichy,01:16 PM,09:55 PM,150,1
TNSTC 6127,Government,Pudukkottai,Salem,01:01 PM,06:56 PM,530,3
TNSTC 8238,Sleeper,Kallakurichi,Ramanathapuram,04:13 AM,02:07 PM,250,16
TNSTC 8932,Ultra Deluxe,Kanchipuram,Trichy,02:36 AM,06:47 AM,400,33
TNSTC 5786,Deluxe,Ambur,Tirupathur,07:12 AM,10:26 AM,570,7
TNSTC 3756,AC Sleeper,Kanyakumari,Perambalur,11:27 PM,09:06 AM,380,2
TNSTC 8333,Government,Coimbatore,Villupuram,06:58 PM,12:56 AM,280,35
TNSTC 7945,Deluxe,Madurai,Karur,06:07 AM,10:41 AM,320,4
TNSTC 5093,Express,Nilgiris,Ranipet,03:52 AM,07:55 AM,380,9
TNSTC 8037,AC Sleeper,Vellore,Ranipet,06:09 PM,11:53 PM,410,16
TNSTC 6709,Express,Ramanathapuram,Dharmapuri,11:16 PM,06:30 AM,430,8
TNSTC 8012,Sleeper,Tenkasi,Krishnagiri,11:16 PM,03:29 AM,360,8
TNSTC 3132,Deluxe,Kanyakumari,Tenkasi,12:37 PM,08:32 PM,570,2
TNSTC 6277,AC Seater,Kallakurichi,Tiruvannamalai,04:02 PM,07:59 PM,160,34
TNSTC 1886,Sleeper,Nilgiris,Kallakurichi,03:57 PM,06:39 PM,230,39
TNSTC 6504,Government,Villupuram,Perambalur,02:46 AM,10:15 AM,520,22
TNSTC 4515,AC Seater,Thanjavur,Dindigul,08:37 AM,01:30 PM,530,37
TNSTC 7046,Express,Tirupur,Madurai,03:10 AM,11:53 AM,340,40
TNSTC 2963,Ultra Deluxe,Erode,Nilgiris,08:25 PM,11:30 PM,420,39
TNSTC 2143,Ultra Deluxe,Perambalur,Ambur,11:04 PM,05:23 AM,510,39
TNSTC 8857,AC Sleeper,Ranipet,Nagapattinam,01:26 PM,09:08 PM,620,6
TNSTC 8890,AC Sleeper,Sivaganga,Nilgiris,06:48 AM,12:42 PM,390,20
TNSTC 5442,Deluxe,Kallakurichi,Chennai,07:23 AM,12:49 PM,270,4
TNSTC 8044,Government,Trichy,Namakkal,02:10 AM,06:22 AM,290,13
TNSTC 6928,Government,Dharmapuri,Ranipet,05:30 AM,03:11 PM,160,24
TNSTC 2876,Express,Tirunelveli,Mayiladuthurai,07:21 PM,11:39 PM,270,15
TNSTC 9552,Deluxe,Villupuram,Nilgiris,09:43 PM,06:09 AM,160,22
TNSTC 2007,Deluxe,Karur,Erode,03:44 PM,08:12 PM,480,4
TNSTC 2590,Express,Dindigul,Thanjavur,02:53 AM,11:12 AM,610,13
TNSTC 7564,Sleeper,Vellore,Ambur,04:07 AM,07:19 AM,550,18
TNSTC 5974,Sleeper,Ranipet,Thanjavur,12:36 PM,07:10 PM,250,12
TNSTC 9646,Government,Vellore,Tirunelveli,01:20 AM,04:05 AM,320,20
TNSTC 2070,Government,Tiruvarur,Salem,05:37 AM,10:05 AM,480,40
TNSTC 3616,Sleeper,Villupuram,Tirupur,11:16 PM,03:32 AM,320,13
TNSTC 3551,AC Sleeper,Mayiladuthurai,Madurai,06:46 PM,12:44 AM,430,7
TNSTC 4719,AC Sleeper,Ariyalur,Tiruvannamalai,05:05 AM,07:26 AM,320,19
TNSTC 2259,Express,Tirupathur,Ramanathapuram,10:31 PM,03:49 AM,240,2
TNSTC 8350,Ultra Deluxe,Madurai,Namakkal,12:04 PM,07:19 PM,190,4
TNSTC 4624,Ultra Deluxe,Tirupur,Cuddalore,11:01 PM,04:01 AM,400,3
TNSTC 5702,Express,Kanyakumari,Villupuram,03:13 AM,11:01 AM,390,25
TNSTC 5047,Government,Coimbatore,Trichy,02:44 AM,06:55 AM,210,1
TNSTC 6644,Deluxe,Tenkasi,Chengalpattu,08:17 PM,04:12 AM,550,20
TNSTC 2279,Express,Nagapattinam,Erode,04:44 AM,01:44 PM,520,21
TNSTC 2667,Sleeper,Nagapattinam,Villupuram,08:49 PM,12:31 AM,220,14
TNSTC 4558,Ultra Deluxe,Karur,Pudukkottai,03:35 PM,08:48 PM,610,10
TNSTC 8873,Ultra Deluxe,Trichy,Virudhunagar,08:14 AM,11:15 AM,240,26
TNSTC 5301,Express,Namakkal,Sivaganga,12:27 AM,03:02 AM,310,31
TNSTC 2982,Deluxe,Tirupathur,Namakkal,12:22 PM,05:44 PM,410,38
TNSTC 4859,AC Seater,Pudukkottai,Ranipet,09:15 AM,11:31 AM,220,22
TNSTC 2982,AC Seater,Trichy,Karur,03:18 PM,11:01 PM,180,38
TNSTC 3450,Sleeper,Coimbatore,Karur,07:55 PM,09:55 PM,570,33
TNSTC 6839,Government,Vellore,Tirupur,03:48 AM,06:26 AM,630,35
TNSTC 7794,Ultra Deluxe,Villupuram,Tiruvallur,02:44 PM,10:57 PM,340,8
TNSTC 7079,AC Sleeper,Trichy,Tirunelveli,07:25 PM,11:12 PM,360,15
TNSTC 6917,Deluxe,Chennai,Ariyalur,04:30 PM,08:46 PM,240,15
TNSTC 1832,AC Sleeper,Ramanathapuram,Madurai,12:27 PM,03:37 PM,580,37
TNSTC 5250,AC Sleeper,Theni,Tiruvallur,09:46 PM,07:23 AM,450,12
TNSTC 6141,AC Sleeper,Thoothukudi,Madurai,09:12 PM,12:43 AM,620,30
TNSTC 9117,AC Seater,Tenkasi,Kanchipuram,07:13 AM,03:39 PM,480,15
TNSTC 8645,AC Seater,Tenkasi,Thoothukudi,03:07 AM,08:06 AM,260,1
TNSTC 3552,AC Sleeper,Dharmapuri,Salem,10:05 PM,07:40 AM,530,29
TNSTC 8438,Government,Tirupathur,Tiruvarur,11:37 AM,08:08 PM,230,13
TNSTC 8170,AC Sleeper,Kanyakumari,Madurai,10:35 AM,01:40 PM,440,37
TNSTC 3626,AC Sleeper,Dharmapuri,Pudukkottai,02:17 PM,10:06 PM,190,5
TNSTC 9337,Government,Virudhunagar,Tirupathur,01:06 PM,05:31 PM,600,11
TNSTC 7816,AC Sleeper,Madurai,Trichy,03:02 AM,11:20 AM,520,30
TNSTC 1323,Government,Dindigul,Tenkasi,02:13 PM,04:16 PM,150,39
TNSTC 9929,Government,Salem,Thoothukudi,02:26 PM,05:36 PM,340,31
TNSTC 6576,Deluxe,Vellore,Tiruvarur,06:21 PM,12:38 AM,570,13
TNSTC 3912,AC Seater,Tenkasi,Tiruvallur,06:40 PM,12:08 AM,250,23
TNSTC 4799,Ultra Deluxe,Tirupur,Coimbatore,02:42 PM,12:40 AM,420,40
TNSTC 8995,Express,Ambur,Erode,02:47 PM,04:49 PM,300,3
TNSTC 4295,Ultra Deluxe,Pudukkottai,Nagapattinam,09:17 PM,04:51 AM,280,17
TNSTC 3999,Express,Krishnagiri,Tirunelveli,04:48 AM,11:51 AM,290,38
TNSTC 2224,AC Seater,Kanchipuram,Nagapattinam,01:50 AM,04:44 AM,400,5
TNSTC 5252,Ultra Deluxe,Thanjavur,Villupuram,04:49 AM,07:06 AM,310,4
TNSTC 5857,AC Sleeper,Tiruvallur,Nagapattinam,06:44 AM,10:59 AM,570,38
TNSTC 4430,AC Seater,Namakkal,Ranipet,05:35 AM,10:06 AM,240,20
TNSTC 1380,AC Sleeper,Cuddalore,Ariyalur,05:20 AM,10:03 AM,190,38
TNSTC 3623,Government,Theni,Trichy,06:06 AM,12:38 PM,460,7
TNSTC 6294,Express,Ramanathapuram,Erode,04:46 AM,12:42 PM,290,12
TNSTC 8389,Deluxe,Ramanathapuram,Dindigul,12:55 PM,07:30 PM,210,20
TNSTC 3944,Express,Tiruvannamalai,Mayiladuthurai,12:34 AM,06:05 AM,200,35
TNSTC 1421,AC Seater,Theni,Dindigul,05:30 PM,11:14 PM,150,16
TNSTC 9780,Sleeper,Dindigul,Madurai,11:32 PM,06:26 AM,280,3
TNSTC 8753,AC Seater,Ambur,Madurai,07:21 AM,01:45 PM,190,27
TNSTC 5366,Government,Chennai,Trichy,02:29 AM,08:35 AM,600,38
TNSTC 9207,Express,Sivaganga,Chennai,12:32 PM,03:08 PM,410,31
TNSTC 7275,AC Sleeper,Nilgiris,Kanyakumari,11:51 PM,08:47 AM,510,39
TNSTC 7324,Ultra Deluxe,Sivaganga,Chennai,05:54 PM,12:17 AM,440,8
TNSTC 4655,AC Seater,Theni,Perambalur,06:46 PM,12:56 AM,320,10
TNSTC 2308,AC Seater,Pudukkottai,Dharmapuri,08:39 AM,01:27 PM,470,33
TNSTC 5335,Sleeper,Perambalur,Cuddalore,12:08 AM,06:19 AM,440,21
TNSTC 3931,AC Seater,Tirunelveli,Chennai,11:41 AM,03:00 PM,630,29
TNSTC 1264,Sleeper,Virudhunagar,Cuddalore,06:16 PM,01:24 AM,350,29
TNSTC 9222,Deluxe,Namakkal,Thanjavur,08:57 AM,05:36 PM,230,12
TNSTC 2174,AC Seater,Madurai,Nagapattinam,06:27 PM,01:22 AM,560,30
TNSTC 9428,Ultra Deluxe,Nagapattinam,Dindigul,06:54 PM,11:36 PM,450,13
TNSTC 6916,AC Seater,Coimbatore,Krishnagiri,07:40 AM,12:26 PM,390,32
TNSTC 6192,Government,Virudhunagar,Kanyakumari,10:53 AM,03:45 PM,320,39
TNSTC 8473,Sleeper,Thanjavur,Villupuram,06:27 AM,11:26 AM,640,28
TNSTC 1880,AC Seater,Coimbatore,Ambur,08:38 AM,03:45 PM,260,34
TNSTC 4688,Ultra Deluxe,Tirupathur,Sivaganga,10:53 PM,03:49 AM,270,40
TNSTC 5619,AC Seater,Nilgiris,Sivaganga,06:53 PM,03:21 AM,460,17
TNSTC 4138,AC Sleeper,Ranipet,Tirupur,06:45 AM,03:12 PM,500,32
TNSTC 2104,Government,Thoothukudi,Sivaganga,01:35 AM,03:54 AM,200,15
TNSTC 7957,Government,Thanjavur,Tiruvarur,10:21 AM,03:57 PM,450,33
TNSTC 4879,AC Sleeper,Salem,Chengalpattu,02:49 AM,06:42 AM,430,12
TNSTC 9617,Government,Tenkasi,Chengalpattu,12:11 PM,04:47 PM,600,13
TNSTC 1358,Deluxe,Thoothukudi,Kallakurichi,04:55 PM,02:09 AM,340,3
TNSTC 5300,Government,Chengalpattu,Pudukkottai,07:44 AM,04:08 PM,390,27
TNSTC 4952,AC Seater,Kanchipuram,Thoothukudi,10:49 AM,03:36 PM,380,16
TNSTC 4188,Ultra Deluxe,Ramanathapuram,Villupuram,06:56 AM,11:18 AM,620,23
TNSTC 5653,Government,Namakkal,Ranipet,04:45 AM,01:04 PM,180,3
TNSTC 4109,Sleeper,Tirunelveli,Sivaganga,03:31 PM,08:31 PM,550,20
TNSTC 4794,AC Seater,Nilgiris,Dindigul,11:16 PM,06:38 AM,150,10
TNSTC 2630,Deluxe,Chennai,Kanchipuram,12:04 AM,03:30 AM,550,38
TNSTC 5317,AC Sleeper,Namakkal,Chengalpattu,11:54 AM,07:48 PM,250,34
TNSTC 7657,AC Sleeper,Tenkasi,Kallakurichi,09:37 AM,05:47 PM,500,2
TNSTC 8070,Ultra Deluxe,Coimbatore,Tirupathur,04:49 AM,07:03 AM,340,8
TNSTC 4152,Deluxe,Villupuram,Coimbatore,03:46 PM,06:54 PM,440,37
TNSTC 5547,Government,Dindigul,Madurai,02:28 PM,11:39 PM,500,29
TNSTC 7273,Ultra Deluxe,Tenkasi,Karur,01:38 AM,09:58 AM,160,4
TNSTC 1255,Government,Tiruvannamalai,Villupuram,12:38 PM,07:52 PM,160,13
TNSTC 5228,Deluxe,Ambur,Pudukkottai,03:18 AM,12:23 PM,580,13
TNSTC 9713,Government,Mayiladuthurai,Villupuram,03:02 AM,09:55 AM,610,23
TNSTC 9755,Sleeper,Mayiladuthurai,Tiruvannamalai,04:42 AM,12:25 PM,200,18
TNSTC 3051,Deluxe,Tiruvallur,Pudukkottai,03:01 AM,05:55 AM,480,29
TNSTC 2249,Government,Pudukkottai,Ranipet,05:02 AM,11:25 AM,420,1
TNSTC 5317,AC Sleeper,Chennai,Perambalur,09:59 AM,12:33 PM,480,10
TNSTC 6891,Ultra Deluxe,Ramanathapuram,Theni,04:02 AM,10:59 AM,530,22
TNSTC 7022,AC Sleeper,Nagapattinam,Madurai,11:41 PM,04:33 AM,230,37
TNSTC 5394,Sleeper,Tiruvarur,Tirupur,02:45 PM,08:13 PM,500,4
TNSTC 3826,Ultra Deluxe,Pudukkottai,Nagapattinam,07:43 PM,12:45 AM,170,17
TNSTC 3151,AC Seater,Trichy,Pudukkottai,06:24 PM,10:32 PM,560,30
TNSTC 6864,AC Seater,Kanyakumari,Thoothukudi,11:52 AM,02:50 PM,330,16
TNSTC 9021,Deluxe,Chennai,Karur,02:55 PM,11:36 PM,150,15
TNSTC 6870,AC Sleeper,Tirunelveli,Vellore,10:03 AM,02:36 PM,580,29
TNSTC 2303,AC Sleeper,Karur,Thanjavur,05:15 PM,10:29 PM,390,9
TNSTC 5313,AC Sleeper,Mayiladuthurai,Tirupur,11:22 AM,09:06 PM,570,33
TNSTC 3468,Deluxe,Dharmapuri,Chengalpattu,05:29 AM,11:34 AM,510,30
TNSTC 6338,Sleeper,Tirunelveli,Ramanathapuram,02:51 PM,10:09 PM,400,6
TNSTC 3288,Ultra Deluxe,Chengalpattu,Erode,12:29 PM,05:46 PM,320,40
TNSTC 8041,Government,Tirunelveli,Vellore,12:42 AM,09:20 AM,590,3
TNSTC 6024,Sleeper,Tirupathur,Ranipet,07:50 AM,12:25 PM,210,39
TNSTC 8817,Sleeper,Kanyakumari,Salem,10:22 PM,01:24 AM,320,27
TNSTC 1171,Sleeper,Tirupur,Tirunelveli,11:05 AM,07:49 PM,300,20
TNSTC 5533,AC Seater,Madurai,Ambur,05:26 AM,09:22 AM,260,25
TNSTC 3472,Ultra Deluxe,Krishnagiri,Thanjavur,11:53 AM,06:49 PM,420,13
TNSTC 3922,Sleeper,Sivaganga,Salem,02:38 PM,08:24 PM,610,37
TNSTC 1562,Government,Ariyalur,Villupuram,10:23 AM,05:17 PM,160,21
TNSTC 8577,Deluxe,Chengalpattu,Perambalur,12:24 PM,07:42 PM,580,38
TNSTC 1241,Sleeper,Tiruvarur,Ranipet,05:43 PM,10:25 PM,460,6
TNSTC 8297,Sleeper,Villupuram,Chengalpattu,02:10 AM,07:16 AM,260,28
TNSTC 8436,Deluxe,Tirunelveli,Vellore,08:21 AM,12:55 PM,460,18
TNSTC 2523,Sleeper,Coimbatore,Virudhunagar,01:26 PM,10:51 PM,300,33
TNSTC 9384,Sleeper,Villupuram,Ariyalur,11:07 PM,03:59 AM,430,4
TNSTC 2970,Express,Salem,Namakkal,04:05 PM,11:30 PM,420,35
TNSTC 5911,Express,Karur,Ambur,05:09 PM,12:34 AM,410,5
TNSTC 6765,Ultra Deluxe,Namakkal,Tiruvannamalai,04:00 AM,10:10 AM,470,35
TNSTC 8967,Deluxe,Thoothukudi,Ramanathapuram,12:38 PM,04:58 PM,290,13
TNSTC 2338,Deluxe,Chengalpattu,Nagapattinam,11:11 PM,01:28 AM,560,18
TNSTC 4375,Ultra Deluxe,Ramanathapuram,Coimbatore,05:08 PM,10:08 PM,240,26
TNSTC 4023,Ultra Deluxe,Tiruvannamalai,Chengalpattu,12:17 AM,03:03 AM,210,22
TNSTC 8071,Sleeper,Tiruvannamalai,Salem,01:34 PM,04:06 PM,520,36
TNSTC 5568,Government,Thanjavur,Vellore,08:57 AM,01:01 PM,410,15
TNSTC 4501,Deluxe,Dharmapuri,Krishnagiri,04:16 AM,11:39 AM,260,24
TNSTC 9307,Government,Nagapattinam,Tenkasi,04:38 AM,02:04 PM,500,2
TNSTC 6954,Deluxe,Virudhunagar,Tiruvarur,01:12 PM,07:27 PM,220,25
TNSTC 6970,Deluxe,Kanyakumari,Tenkasi,10:15 PM,12:33 AM,200,37
TNSTC 5156,Express,Villupuram,Namakkal,12:06 AM,04:24 AM,410,1
TNSTC 4078,Ultra Deluxe,Ranipet,Ambur,12:23 PM,04:38 PM,470,32
TNSTC 3699,AC Sleeper,Kanyakumari,Krishnagiri,05:04 PM,08:14 PM,440,27
TNSTC 1836,AC Sleeper,Tiruvannamalai,Nilgiris,08:35 AM,04:08 PM,310,31
TNSTC 1724,Deluxe,Nagapattinam,Pudukkottai,03:35 AM,07:00 AM,600,18
TNSTC 9356,Sleeper,Trichy,Salem,05:41 AM,12:53 PM,300,23
TNSTC 3817,Deluxe,Trichy,Vellore,05:49 AM,10:08 AM,440,38
TNSTC 1047,AC Seater,Namakkal,Tiruvallur,10:09 AM,12:13 PM,550,36
TNSTC 1527,Sleeper,Mayiladuthurai,Krishnagiri,02:21 PM,10:52 PM,360,35
TNSTC 3212,Ultra Deluxe,Coimbatore,Nilgiris,01:06 AM,08:10 AM,540,1
TNSTC 3297,Deluxe,Kanchipuram,Erode,04:12 PM,06:37 PM,480,15
TNSTC 9055,Deluxe,Nagapattinam,Perambalur,04:20 AM,07:45 AM,170,36
TNSTC 3899,Deluxe,Thoothukudi,Nilgiris,09:17 PM,02:28 AM,180,15
TNSTC 7039,Government,Theni,Nilgiris,09:01 PM,02:06 AM,410,17
TNSTC 9874,AC Sleeper,Mayiladuthurai,Perambalur,06:36 AM,01:21 PM,170,3
TNSTC 5679,AC Seater,Theni,Coimbatore,04:53 AM,01:51 PM,520,5
TNSTC 5476,Sleeper,Nagapattinam,Cuddalore,01:18 PM,09:46 PM,370,24
TNSTC 6070,Deluxe,Ranipet,Thanjavur,06:54 PM,01:02 AM,260,22
TNSTC 9676,Sleeper,Ariyalur,Tirupur,12:24 AM,05:36 AM,340,24
TNSTC 5988,Ultra Deluxe,Sivaganga,Tiruvarur,07:02 AM,11:13 AM,220,29
TNSTC 9861,Deluxe,Villupuram,Tiruvarur,11:16 PM,04:12 AM,550,17
TNSTC 5275,Deluxe,Karur,Nilgiris,06:43 AM,01:29 PM,320,19
TNSTC 5663,Ultra Deluxe,Villupuram,Pudukkottai,09:34 PM,07:18 AM,270,34
TNSTC 1468,Deluxe,Tenkasi,Krishnagiri,08:59 AM,12:17 PM,330,4
TNSTC 6848,Deluxe,Nagapattinam,Villupuram,05:25 AM,10:27 AM,170,27
TNSTC 2806,Express,Ambur,Kallakurichi,03:01 PM,09:52 PM,600,35
TNSTC 2438,Government,Vellore,Theni,10:48 AM,05:58 PM,240,26
TNSTC 1628,AC Seater,Ambur,Erode,10:14 PM,04:47 AM,390,32
TNSTC 3184,Ultra Deluxe,Virudhunagar,Mayiladuthurai,12:22 AM,08:34 AM,380,18
TNSTC 2630,Ultra Deluxe,Ramanathapuram,Kanyakumari,12:23 AM,05:42 AM,610,18
TNSTC 8399,Government,Krishnagiri,Virudhunagar,08:06 PM,01:12 AM,220,1
TNSTC 9908,Deluxe,Sivaganga,Tiruvarur,06:48 PM,12:52 AM,630,28
TNSTC 7365,Government,Tiruvannamalai,Krishnagiri,07:35 AM,12:57 PM,470,24
TNSTC 8479,Express,Tirupathur,Chengalpattu,10:39 PM,02:45 AM,560,40
TNSTC 7544,Sleeper,Kanchipuram,Tirupur,11:50 AM,09:23 PM,400,20
TNSTC 4319,Deluxe,Virudhunagar,Karur,01:19 PM,04:20 PM,570,32
TNSTC 2945,AC Sleeper,Kanchipuram,Krishnagiri,03:07 PM,10:35 PM,560,10
TNSTC 9524,Express,Karur,Coimbatore,03:33 PM,08:44 PM,340,34
TNSTC 7823,AC Seater,Perambalur,Krishnagiri,01:43 PM,08:34 PM,470,17
TNSTC 9049,Government,Vellore,Tiruvarur,03:09 AM,10:39 AM,240,6
TNSTC 4817,AC Seater,Sivaganga,Pudukkottai,04:38 AM,10:20 AM,220,32
TNSTC 9114,AC Seater,Kanchipuram,Tiruvarur,07:20 PM,10:47 PM,250,38
TNSTC 5375,Deluxe,Krishnagiri,Kanchipuram,01:54 AM,10:05 AM,420,28
TNSTC 2857,Sleeper,Ranipet,Mayiladuthurai,01:59 PM,09:05 PM,540,39
TNSTC 6893,AC Seater,Tiruvarur,Pudukkottai,12:20 PM,05:26 PM,570,39
TNSTC 7154,AC Sleeper,Sivaganga,Thanjavur,03:11 PM,08:31 PM,290,10
TNSTC 9457,Ultra Deluxe,Cuddalore,Thoothukudi,08:38 PM,05:52 AM,310,34
TNSTC 7745,Sleeper,Krishnagiri,Thanjavur,05:51 PM,10:49 PM,470,18
TNSTC 2279,Deluxe,Theni,Cuddalore,12:09 AM,04:30 AM,180,23
TNSTC 8372,Ultra Deluxe,Ambur,Madurai,12:15 PM,07:29 PM,320,39
TNSTC 7765,Sleeper,Chennai,Chengalpattu,02:50 AM,12:27 PM,370,16
TNSTC 8373,AC Seater,Nilgiris,Kanchipuram,07:17 PM,11:03 PM,220,12
TNSTC 2015,Ultra Deluxe,Nilgiris,Mayiladuthurai,07:40 PM,04:28 AM,160,39
TNSTC 3449,AC Sleeper,Erode,Namakkal,06:44 AM,04:28 PM,390,11
TNSTC 5848,Sleeper,Chengalpattu,Krishnagiri,09:27 PM,05:45 AM,420,25
TNSTC 5290,Sleeper,Madurai,Dindigul,01:28 PM,08:41 PM,280,2
TNSTC 6687,Ultra Deluxe,Mayiladuthurai,Vellore,09:12 AM,01:39 PM,240,10
TNSTC 6407,AC Seater,Theni,Erode,05:31 AM,11:59 AM,530,30
TNSTC 2548,Government,Thoothukudi,Ranipet,09:25 AM,03:57 PM,570,15
TNSTC 3203,Express,Ramanathapuram,Salem,04:21 PM,01:09 AM,200,31
TNSTC 3132,Express,Chengalpattu,Thanjavur,09:07 AM,06:57 PM,160,6
TNSTC 8851,Ultra Deluxe,Vellore,Chennai,10:05 AM,04:27 PM,480,15
TNSTC 5111,AC Sleeper,Virudhunagar,Vellore,01:46 PM,04:33 PM,330,23
TNSTC 3993,AC Seater,Cuddalore,Tirunelveli,07:26 AM,03:30 PM,310,9
TNSTC 5768,AC Sleeper,Dharmapuri,Karur,09:17 AM,05:52 PM,290,15
TNSTC 5339,AC Sleeper,Tirunelveli,Tiruvannamalai,09:20 AM,04:07 PM,340,23
TNSTC 5883,Ultra Deluxe,Vellore,Namakkal,02:06 AM,07:57 AM,600,31
TNSTC 7382,AC Sleeper,Vellore,Namakkal,09:44 PM,05:54 AM,360,21
TNSTC 5005,AC Seater,Coimbatore,Perambalur,04:12 AM,09:17 AM,170,40
TNSTC 8951,AC Seater,Ranipet,Nagapattinam,02:55 PM,12:46 AM,570,30
TNSTC 9959,Deluxe,Namakkal,Tenkasi,02:21 PM,08:20 PM,570,29
TNSTC 3581,Government,Sivaganga,Virudhunagar,03:58 AM,10:19 AM,150,24
TNSTC 8718,Express,Sivaganga,Nagapattinam,06:47 AM,12:18 PM,540,4
TNSTC 8050,Express,Madurai,Tirunelveli,10:23 AM,03:33 PM,510,32
TNSTC 2915,Government,Tenkasi,Dindigul,09:14 AM,07:06 PM,290,40
TNSTC 4888,AC Sleeper,Perambalur,Sivaganga,02:33 AM,08:42 AM,530,27
TNSTC 5722,Government,Ranipet,Chennai,05:30 PM,02:05 AM,540,8
TNSTC 9871,AC Sleeper,Chengalpattu,Tiruvannamalai,10:20 AM,07:45 PM,320,1
TNSTC 9949,Express,Ariyalur,Dharmapuri,01:14 PM,06:38 PM,550,8
TNSTC 4517,Deluxe,Krishnagiri,Tirunelveli,08:25 AM,10:29 AM,320,10
TNSTC 5060,AC Sleeper,Nilgiris,Ranipet,02:21 PM,11:11 PM,390,12
TNSTC 8986,Express,Dindigul,Tiruvannamalai,08:13 AM,02:23 PM,260,11
TNSTC 4443,Deluxe,Mayiladuthurai,Virudhunagar,01:10 PM,08:02 PM,340,5
TNSTC 5624,Ultra Deluxe,Kallakurichi,Perambalur,06:07 PM,08:49 PM,550,33
TNSTC 3322,Deluxe,Theni,Tirunelveli,06:35 AM,10:57 AM,220,23
TNSTC 7860,Government,Tiruvannamalai,Trichy,01:28 AM,06:56 AM,640,38
TNSTC 1027,Government,Erode,Nilgiris,08:34 AM,02:22 PM,590,24
TNSTC 4006,Government,Madurai,Salem,10:37 PM,06:00 AM,320,2
TNSTC 8821,AC Sleeper,Kallakurichi,Dharmapuri,03:07 AM,12:37 PM,220,20
TNSTC 3210,Express,Nilgiris,Dindigul,10:26 PM,06:55 AM,160,35
TNSTC 5629,Sleeper,Cuddalore,Ramanathapuram,08:16 PM,11:24 PM,560,24
TNSTC 9771,Deluxe,Tirupathur,Madurai,04:49 PM,11:39 PM,430,4
TNSTC 2228,Sleeper,Sivaganga,Kallakurichi,03:21 AM,12:29 PM,190,35
TNSTC 3867,AC Seater,Trichy,Chengalpattu,08:54 AM,11:39 AM,590,7
TNSTC 8280,Ultra Deluxe,Dharmapuri,Trichy,11:25 PM,05:40 AM,590,33
TNSTC 5421,AC Sleeper,Chennai,Cuddalore,08:56 AM,01:07 PM,450,3
TNSTC 5726,AC Sleeper,Tiruvarur,Ambur,12:25 PM,06:19 PM,220,26
TNSTC 3858,AC Sleeper,Perambalur,Madurai,01:06 AM,04:28 AM,600,40
TNSTC 1710,Government,Krishnagiri,Kanchipuram,03:49 PM,05:50 PM,470,2
TNSTC 7759,Sleeper,Kanyakumari,Villupuram,08:18 PM,03:35 AM,430,18
TNSTC 6544,Sleeper,Theni,Dharmapuri,11:49 AM,02:10 PM,450,32
TNSTC 8719,AC Seater,Cuddalore,Salem,01:19 AM,03:31 AM,420,5
TNSTC 2375,Government,Ranipet,Dindigul,08:04 AM,01:35 PM,220,24
TNSTC 8288,Deluxe,Thanjavur,Kanyakumari,09:57 PM,06:34 AM,460,5
TNSTC 6954,Sleeper,Salem,Kallakurichi,09:00 PM,04:16 AM,630,8
TNSTC 1778,Deluxe,Tiruvarur,Krishnagiri,12:36 PM,02:51 PM,640,35
TNSTC 4835,AC Seater,Tirupathur,Tiruvallur,10:00 AM,06:24 PM,480,29
TNSTC 1908,AC Sleeper,Kanchipuram,Thoothukudi,02:08 PM,06:40 PM,640,26
TNSTC 2177,Deluxe,Karur,Pudukkottai,03:29 AM,07:02 AM,330,7
TNSTC 1387,Ultra Deluxe,Kallakurichi,Salem,09:51 AM,11:59 AM,220,33
TNSTC 1459,Ultra Deluxe,Vellore,Tenkasi,09:18 PM,05:36 AM,420,1
TNSTC 4897,AC Sleeper,Salem,Vellore,10:22 PM,02:36 AM,320,14
TNSTC 3019,Government,Salem,Tenkasi,12:10 AM,07:06 AM,170,32
TNSTC 1786,AC Sleeper,Tenkasi,Nagapattinam,07:08 AM,03:35 PM,170,40
TNSTC 8377,Express,Tirupathur,Namakkal,10:30 AM,02:27 PM,400,5
TNSTC 7367,Express,Ramanathapuram,Nilgiris,02:56 AM,10:41 AM,550,16
TNSTC 3942,Government,Kanchipuram,Tirupur,04:23 AM,11:16 AM,590,2
TNSTC 5709,Sleeper,Pudukkottai,Ranipet,12:38 AM,02:49 AM,490,11
TNSTC 6048,AC Seater,Cuddalore,Tirupur,01:44 PM,09:39 PM,380,22
TNSTC 6684,Express,Trichy,Sivaganga,08:02 AM,02:28 PM,560,31
TNSTC 9111,Deluxe,Ambur,Dindigul,05:58 PM,02:32 AM,380,1
TNSTC 8958,Ultra Deluxe,Krishnagiri,Sivaganga,09:08 AM,12:33 PM,390,17
TNSTC 8371,Express,Perambalur,Ambur,12:25 PM,04:22 PM,190,13
TNSTC 9022,Express,Kanyakumari,Chengalpattu,05:14 AM,08:12 AM,330,23
TNSTC 9231,Express,Cuddalore,Thoothukudi,04:25 PM,12:11 AM,290,28
TNSTC 2183,AC Seater,Nilgiris,Thoothukudi,03:30 AM,12:19 PM,340,3
TNSTC 3545,AC Seater,Ariyalur,Tiruvallur,06:37 AM,10:59 AM,610,11
TNSTC 1093,Express,Tiruvarur,Ariyalur,12:29 AM,05:43 AM,410,16
